@relation merge_avg_avg1-weka.filters.unsupervised.attribute.Remove-R1

@attribute R_FG {'Toronto Raptors','Brooklyn Nets','Charlotte Bobcats','Minnesota Timberwolves','Orlando Magic','Phoenix Suns','Los Angeles Lakers','Detroit Pistons','Atlanta Hawks','Milwaukee Bucks','Portland Trail Blazers','Boston Celtics','Sacramento Kings','Denver Nuggets','Chicago Bulls','Cleveland Cavaliers','New York Knicks','Oklahoma City Thunder','Miami Heat','Memphis Grizzlies','Indiana Pacers','Los Angeles Clippers','Washington Wizards','San Antonio Spurs','Golden State Warriors','Utah Jazz','Dallas Mavericks','New Orleans Hornets','Houston Rockets','Philadelphia 76ers'}
@attribute avg_R_FG numeric
@attribute avg_R_FGA numeric
@attribute avg_R_FGP numeric
@attribute avg_R_3P numeric
@attribute avg_R_3PA numeric
@attribute avg_R_3PP numeric
@attribute avg_R_FT numeric
@attribute avg_R_FTA numeric
@attribute avg_R_FTP numeric
@attribute avg_R_ORB numeric
@attribute avg_R_DRB numeric
@attribute avg_R_TRB numeric
@attribute avg_R_AST numeric
@attribute avg_R_STL numeric
@attribute avg_R_BLK numeric
@attribute avg_R_TOV numeric
@attribute avg_R_PF numeric
@attribute avg_R_PTS numeric
@attribute avg_R_HOME numeric
@attribute avg_R_WIN numeric
@attribute avg1_R_FG numeric
@attribute avg1_R_FGA numeric
@attribute avg1_R_FGP numeric
@attribute avg1_R_3P numeric
@attribute avg1_R_3PA numeric
@attribute avg1_R_3PP numeric
@attribute avg1_R_FT numeric
@attribute avg1_R_FTA numeric
@attribute avg1_R_FTP numeric
@attribute avg1_R_ORB numeric
@attribute avg1_R_DRB numeric
@attribute avg1_R_TRB numeric
@attribute avg1_R_AST numeric
@attribute avg1_R_STL numeric
@attribute avg1_R_BLK numeric
@attribute avg1_R_TOV numeric
@attribute avg1_R_PF numeric
@attribute avg1_R_PTS numeric
@attribute avg1_R_HOME numeric
@attribute avg1_R_WIN numeric
@attribute H_TEAM {'Sacramento Kings','Boston Celtics','Golden State Warriors','Washington Wizards','Minnesota Timberwolves','Los Angeles Clippers','Houston Rockets','Brooklyn Nets','Los Angeles Lakers','San Antonio Spurs','Orlando Magic','Miami Heat','Cleveland Cavaliers','New Orleans Hornets','Charlotte Bobcats','Indiana Pacers','Atlanta Hawks','Chicago Bulls','Philadelphia 76ers','Phoenix Suns','Milwaukee Bucks','Utah Jazz','Oklahoma City Thunder','Memphis Grizzlies','Toronto Raptors','New York Knicks','Portland Trail Blazers','Detroit Pistons','Denver Nuggets','Dallas Mavericks'}
@attribute avg_H_FG numeric
@attribute avg_H_FGA numeric
@attribute avg_H_FGP numeric
@attribute avg_H_3P numeric
@attribute avg_H_3PA numeric
@attribute avg_H_3PP numeric
@attribute avg_H_FT numeric
@attribute avg_H_FTA numeric
@attribute avg_H_FTP numeric
@attribute avg_H_ORB numeric
@attribute avg_H_DRB numeric
@attribute avg_H_TRB numeric
@attribute avg_H_AST numeric
@attribute avg_H_STL numeric
@attribute avg_H_BLK numeric
@attribute avg_H_TOV numeric
@attribute avg_H_PF numeric
@attribute avg_H_PTS numeric
@attribute avg_H_HOME numeric
@attribute avg_H_WIN numeric
@attribute avg1_H_FG numeric
@attribute avg1_H_FGA numeric
@attribute avg1_H_FGP numeric
@attribute avg1_H_3P numeric
@attribute avg1_H_3PA numeric
@attribute avg1_H_3PP numeric
@attribute avg1_H_FT numeric
@attribute avg1_H_FTA numeric
@attribute avg1_H_FTP numeric
@attribute avg1_H_ORB numeric
@attribute avg1_H_DRB numeric
@attribute avg1_H_TRB numeric
@attribute avg1_H_AST numeric
@attribute avg1_H_STL numeric
@attribute avg1_H_BLK numeric
@attribute avg1_H_TOV numeric
@attribute avg1_H_PF numeric
@attribute avg1_H_PTS numeric
@attribute avg1_H_HOME numeric
@attribute avg1_H_WIN numeric
@attribute RESULT {0,1}

@data
'Sacramento Kings',36.25,83.1,0.436221,6.4,18.25,0.350685,15.6,20.9,0.746411,11.2,29.85,41.05,18.85,8.35,4.45,14.25,21.95,94.5,0.6,0.35,37,84,0.440476,12,27,0.444444,10,16,0.625,14,29,43,22,4,4,19,16,96,0,0,'Milwaukee Bucks',37.789474,85.789474,0.440491,5.684211,17.578947,0.323353,15.578947,20.473684,0.760925,11.526316,30.368421,41.894737,22.736842,8.578947,7.684211,13.578947,19.631579,96.842105,0.473684,0.526316,33,71,0.464789,7,16,0.4375,24,30,0.8,6,27,33,21,14,7,18,19,97,0,1,1
'Chicago Bulls',35.034483,80.482759,0.435304,4.517241,13.103448,0.344737,17.724138,22.206897,0.798137,11.931034,31.344828,43.275862,22.517241,7.37931,5.068966,14.448276,19.413793,92.310345,0.586207,0.551724,33,94,0.351064,4,16,0.25,11,18,0.611111,15,34,49,24,13,5,11,31,81,1,0,'Orlando Magic',37.225806,82.290323,0.452372,6,17.612903,0.340659,12.870968,16.548387,0.777778,10.516129,32.806452,43.322581,22.709677,5.967742,4.580645,14.709677,19.322581,93.322581,0.548387,0.387097,42,88,0.477273,8,23,0.347826,18,22,0.818182,18,32,50,24,5,4,16,24,110,1,0,0
'Charlotte Bobcats',35.222222,82.944444,0.424648,5.833333,16.833333,0.346535,19.222222,25.75,0.746494,12.111111,29.666667,41.777778,19.444444,7.388889,6.416667,13.083333,19.361111,95.5,0.527778,0.25,36,78,0.461538,3,7,0.428571,13,16,0.8125,9,29,38,20,5,7,14,20,88,0,0,'Boston Celtics',36.888889,79.611111,0.463364,5.5,16,0.34375,16.111111,20.444444,0.788043,8.277778,30.5,38.777778,23.194444,8.722222,3.972222,13.694444,21.027778,95.388889,0.5,0.527778,41,79,0.518987,9,23,0.391304,12,16,0.75,8,35,43,22,8,6,16,29,103,1,1,1
'New York Knicks',37.470588,83.411765,0.449224,11.411765,29.264706,0.38995,15.941176,21.264706,0.749654,10.5,29.5,40,20.264706,8.617647,3.764706,10.735294,18.882353,102.294118,0.5,0.676471,31,76,0.407895,14,32,0.4375,20,26,0.769231,14,28,42,19,7,3,13,21,96,1,0,'Indiana Pacers',34,80.8,0.420792,6.428571,18.828571,0.341426,16.8,23.057143,0.728625,12.971429,33.257143,46.228571,19.657143,6.457143,6.742857,14.628571,19.371429,91.228571,0.457143,0.6,33,91,0.362637,9,22,0.409091,12,19,0.631579,22,33,55,20,9,2,9,21,87,1,1,1
'Golden State Warriors',38.106383,83.170213,0.458173,7.893617,20.021277,0.394261,17.021277,21.191489,0.803213,10.93617,33.787234,44.723404,23.170213,6.93617,4.042553,14.829787,21.680851,101.12766,0.468085,0.638298,45,89,0.505618,9,19,0.473684,14,20,0.7,14,33,47,34,5,3,13,24,113,1,1,'Houston Rockets',37.877551,82.816327,0.457368,10.061224,28,0.359329,19.244898,25.510204,0.7544,10.877551,32.265306,43.142857,22.795918,8.591837,4.122449,16.102041,19.877551,105.061224,0.489796,0.530612,42,82,0.512195,7,20,0.35,18,23,0.782609,14,36,50,27,5,5,14,19,109,1,1,1
'Golden State Warriors',38.163265,83.428571,0.457436,7.836735,19.918367,0.393443,17.061224,21.265306,0.802303,10.979592,33.734694,44.714286,23.163265,6.836735,4.061224,14.857143,21.632653,101.22449,0.44898,0.612245,38,93,0.408602,10,20,0.5,12,16,0.75,13,36,49,25,7,4,19,15,98,0,0,'Memphis Grizzlies',36.1875,83.0625,0.435666,4.625,13.645833,0.338931,16.041667,20.291667,0.790554,13.645833,29.208333,42.854167,20.604167,8.958333,5.145833,13.895833,19.645833,93.041667,0.541667,0.625,38,84,0.452381,5,12,0.416667,11,16,0.6875,9,29,38,28,6,4,8,19,92,0,0,1
'Golden State Warriors',38.148148,83.296296,0.457981,8.012346,19.888889,0.402855,16.888889,21.37037,0.790295,10.753086,34.111111,44.864198,22.518519,6.91358,4.234568,14.790123,21.432099,101.197531,0.506173,0.567901,46,85,0.541176,9,20,0.45,15,18,0.833333,9,44,53,26,9,7,21,17,116,1,1,'Portland Trail Blazers',36.716049,81.888889,0.448364,8.234568,23.358025,0.352537,15.950617,20.567901,0.77551,10.716049,30.098765,40.814815,21.802469,6.617284,4.296296,14.209877,18.580247,97.617284,0.493827,0.407407,30,73,0.410959,7,21,0.333333,10,15,0.666667,5,28,33,18,6,0,14,16,77,0,0,0
'Philadelphia 76ers',35.789474,83.842105,0.426868,6.684211,18.157895,0.368116,14.684211,19.473684,0.754054,11,30.473684,41.473684,21.421053,8.368421,5.473684,12.105263,19.210526,92.947368,0.631579,0.578947,37,99,0.373737,2,11,0.181818,19,26,0.730769,17,37,54,19,12,4,9,26,95,1,1,'Boston Celtics',37,78.315789,0.472446,5.157895,14.789474,0.348754,18.473684,23.210526,0.795918,7.263158,31.368421,38.631579,23.578947,7.947368,4,14.421053,21.052632,97.631579,0.526316,0.526316,35,81,0.432099,6,22,0.272727,18,25,0.72,7,46,53,24,6,7,18,23,94,0,0,1
'Toronto Raptors',36.166667,81.966667,0.441236,7.316667,20.966667,0.348967,17.483333,22.366667,0.781669,10.8,28.983333,39.783333,21.883333,7.383333,4.683333,12.8,22.866667,97.133333,0.516667,0.383333,46,100,0.46,8,22,0.363636,14,18,0.777778,13,29,42,28,9,3,16,26,114,0,0,'Golden State Warriors',37.866667,83.466667,0.453674,7.883333,20.016667,0.393838,17.25,21.616667,0.797995,11.05,33.733333,44.783333,22.466667,6.916667,4.033333,14.933333,21.766667,100.866667,0.416667,0.55,36,86,0.418605,10,26,0.384615,15,19,0.789474,11,24,35,22,14,3,19,14,97,0,0,1
'Sacramento Kings',37.422535,83.661972,0.447306,7.338028,20.014085,0.366643,17.492958,22.732394,0.769517,11.352113,28.901408,40.253521,20.690141,8.267606,4.253521,14.140845,21.183099,99.676056,0.492958,0.352113,42,85,0.494118,9,24,0.375,10,12,0.833333,9,28,37,18,5,3,13,15,103,1,0,'Golden State Warriors',37.763889,82.986111,0.455063,7.986111,19.847222,0.402379,17.055556,21.569444,0.790728,10.736111,34.083333,44.819444,22.347222,6.763889,4.166667,14.902778,21.5,100.569444,0.472222,0.569444,43,90,0.477778,10,23,0.434783,13,19,0.684211,9,39,48,22,3,4,11,27,109,1,1,0
'Dallas Mavericks',38.409836,84.131148,0.456547,7.393443,19.967213,0.370279,16.983607,21.459016,0.791444,9.409836,32.672131,42.081967,22.95082,7.95082,5.442623,13.803279,21.098361,101.196721,0.47541,0.459016,41,78,0.525641,11,22,0.5,9,15,0.6,4,37,41,29,6,5,12,15,102,0,1,'Minnesota Timberwolves',35.322034,81.627119,0.432724,5.288136,17.847458,0.296296,18.762712,25.661017,0.731176,12.644068,30.338983,42.983051,21.881356,8.305085,4.881356,14.627119,18.440678,94.694915,0.491525,0.355932,35,84,0.416667,5,18,0.277778,13,19,0.684211,10,30,40,23,5,7,22,21,88,0,0,0
'Golden State Warriors',34.5,83,0.415663,7.5,18.5,0.405405,14,20,0.7,13,29.5,42.5,20,7,4,18,22,90.5,0.5,0.5,36,80,0.45,10,20,0.5,12,17,0.705882,9,27,36,21,5,5,18,24,94,1,0,'Los Angeles Clippers',38,79,0.481013,6.5,18.5,0.351351,20.5,28,0.732143,8.5,29.5,38,24.5,12,6.5,16.5,26.5,103,0.5,1,38,84,0.452381,8,22,0.363636,21,27,0.777778,9,28,37,24,12,4,11,26,105,0,1,0
'Los Angeles Lakers',35.764706,78.235294,0.457143,8.352941,22.352941,0.373684,20.823529,31.294118,0.665414,12.882353,33.058824,45.941176,21.058824,7.705882,5.294118,16.352941,19.529412,100.705882,0.705882,0.470588,36,86,0.418605,6,17,0.352941,25,39,0.641026,12,34,46,20,5,2,11,16,103,1,0,'Houston Rockets',37.3125,84.1875,0.443207,9.3125,25.875,0.359903,19.5625,25.3125,0.77284,12.625,32.25,44.875,22.25,8.625,4.25,16.4375,19.1875,103.5,0.5625,0.5,46,83,0.554217,11,22,0.5,21,26,0.807692,10,28,38,26,9,7,16,17,124,1,1,1
'Miami Heat',38.619048,78.928571,0.489291,8.357143,21.666667,0.385714,17.119048,22.642857,0.756046,8.547619,30.880952,39.428571,22.404762,8.309524,5,13.285714,19.595238,102.714286,0.5,0.690476,43,83,0.518072,11,19,0.578947,8,14,0.571429,13,25,38,21,10,3,13,20,105,0,1,'Indiana Pacers',34.565217,81.195652,0.425703,6.673913,19.304348,0.345721,15.956522,21.478261,0.742915,13.108696,32.695652,45.804348,19.891304,6.826087,6.695652,14.73913,19.630435,91.76087,0.434783,0.586957,36,81,0.444444,7,14,0.5,19,21,0.904762,15,41,56,23,8,4,17,18,98,1,1,1
'Phoenix Suns',37.296296,84.111111,0.443417,5.839506,17.654321,0.330769,14.716049,19.765432,0.744535,11.592593,29.962963,41.555556,22.54321,8.037037,5.296296,14.975309,20.617284,95.148148,0.506173,0.308642,47,95,0.494737,7,23,0.304348,18,23,0.782609,11,33,44,29,11,9,11,19,119,1,1,'Denver Nuggets',40.617284,85.061728,0.477504,6.382716,18.54321,0.344208,18.382716,26.271605,0.699718,13.296296,31.62963,44.925926,24.37037,9.308642,6.481481,14.679012,20.604938,106,0.493827,0.691358,37,85,0.435294,6,14,0.428571,32,46,0.695652,18,40,58,21,5,5,17,24,112,0,1,1
'Cleveland Cavaliers',36.444444,84.666667,0.430446,8.111111,22.222222,0.365,16.555556,24.111111,0.686636,12.777778,27.111111,39.888889,20.333333,9.555556,1.888889,15.555556,21.777778,97.555556,0.333333,0.222222,36,96,0.375,8,25,0.32,15,20,0.75,13,25,38,21,12,4,11,15,95,1,0,'Philadelphia 76ers',33.777778,82.777778,0.408054,7.222222,19,0.380117,14.444444,18.666667,0.77381,10.555556,31.777778,42.333333,19.444444,8.555556,5.111111,13.444444,18,89.222222,0.555556,0.555556,40,87,0.45977,10,18,0.555556,9,10,0.9,11,32,43,20,5,7,10,19,99,1,1,1
'Indiana Pacers',35.112903,80.677419,0.435226,6.935484,19.5,0.355666,16.919355,22.758065,0.743444,12.822581,32.951613,45.774194,20.516129,7.064516,6.741935,14.612903,19.967742,94.080645,0.516129,0.629032,43,83,0.518072,11,19,0.578947,18,23,0.782609,13,32,45,33,5,9,12,19,115,0,1,'Miami Heat',38.983333,78.683333,0.495446,8.183333,21.166667,0.386614,17.3,22.65,0.763797,8.433333,30.25,38.683333,22.533333,8.75,5.083333,12.983333,19.316667,103.45,0.516667,0.766667,42,79,0.531646,8,21,0.380952,10,13,0.769231,10,29,39,23,10,7,15,9,102,1,1,1
'Boston Celtics',36.808511,80.085106,0.459617,5.510638,16.382979,0.336364,16.361702,20.914894,0.782299,8.574468,30.957447,39.531915,23.191489,8.723404,4.106383,14.06383,21.446809,95.489362,0.553191,0.510638,36,72,0.5,11,18,0.611111,23,27,0.851852,6,23,29,23,8,2,17,22,106,1,1,'Toronto Raptors',36.4375,82.25,0.443009,7.604167,21.770833,0.349282,17.041667,22.145833,0.76952,10.833333,29.208333,40.041667,22.645833,7.291667,4.520833,12.583333,22.770833,97.520833,0.5,0.354167,28,75,0.373333,4,18,0.222222,25,32,0.78125,14,24,38,15,10,3,15,24,85,1,0,0
'Phoenix Suns',36.5,87.75,0.415954,4.5,18,0.25,15,20.75,0.722892,13.25,31.5,44.75,18,7.5,8.5,14.25,19.75,92.5,0.5,0.25,35,88,0.397727,7,21,0.333333,22,29,0.758621,10,28,38,22,11,7,11,19,99,0,0,'Charlotte Bobcats',35,88,0.397727,5,18,0.277778,19.5,24,0.8125,12.5,27,39.5,18.5,11.5,5.5,10,18,94.5,0.5,0.5,39,91,0.428571,3,17,0.176471,18,24,0.75,15,23,38,19,13,2,10,14,99,0,0,0
'Los Angeles Lakers',36.142857,79.142857,0.456679,8.952381,23.095238,0.387629,20.571429,30.333333,0.678179,13.095238,32.809524,45.904762,21.142857,7.857143,5.761905,16,19.857143,101.809524,0.619048,0.428571,40,85,0.470588,15,28,0.535714,15,18,0.833333,17,22,39,29,5,7,14,21,110,1,0,'Cleveland Cavaliers',35.333333,85.714286,0.412222,7.761905,22.666667,0.342437,15.904762,21.809524,0.729258,14.333333,28.333333,42.666667,19.428571,8.47619,2.904762,15,21.809524,94.333333,0.380952,0.190476,39,91,0.428571,6,27,0.222222,13,17,0.764706,20,26,46,19,3,8,14,27,97,1,0,1
'Brooklyn Nets',34.645161,79.193548,0.437475,7.451613,21.967742,0.339207,17.419355,23.741935,0.733696,12.258065,28.935484,41.193548,20.032258,7.096774,4.935484,13.516129,18.677419,94.16129,0.580645,0.516129,28,74,0.378378,4,17,0.235294,13,17,0.764706,10,25,35,14,9,4,16,18,73,0,0,'Oklahoma City Thunder',37.566667,78.6,0.477947,7.533333,18.833333,0.4,23.266667,27.466667,0.847087,10.533333,32.9,43.433333,21.9,7.933333,7.6,14.966667,20.466667,105.933333,0.6,0.8,44,87,0.505747,5,15,0.333333,21,24,0.875,14,29,43,23,6,7,5,15,114,1,1,0
'New Orleans Hornets',34.740741,79.074074,0.439344,7.037037,18.666667,0.376984,14.444444,18.333333,0.787879,11,29.333333,40.333333,20.777778,6.259259,5.333333,13.814815,20.296296,90.962963,0.518519,0.185185,33,82,0.402439,4,11,0.363636,5,7,0.714286,15,27,42,18,10,10,12,24,75,1,0,'Orlando Magic',37.074074,82.111111,0.451511,5.62963,16.555556,0.340045,12.962963,16.481481,0.786517,10.296296,33.37037,43.666667,22.666667,6.074074,4.555556,15.074074,19.703704,92.740741,0.518519,0.444444,38,76,0.5,9,20,0.45,8,15,0.533333,12,33,45,25,4,3,19,22,93,1,0,0
'Washington Wizards',35.163934,81.786885,0.429946,6.557377,18.442623,0.355556,14.852459,20.147541,0.737185,10.721311,32.688525,43.409836,21.803279,7.360656,4.737705,15.081967,20.688525,91.737705,0.52459,0.327869,35,70,0.5,10,18,0.555556,24,32,0.75,9,36,45,23,6,5,16,26,104,1,1,'Cleveland Cavaliers',36.52381,84.079365,0.434397,7.031746,19.857143,0.354117,17.52381,23.015873,0.761379,12.444444,28.269841,40.714286,20.571429,8,3.904762,13.444444,21.15873,97.603175,0.492063,0.333333,36,86,0.418605,7,21,0.333333,17,27,0.62963,10,35,45,20,6,2,13,29,96,0,0,1
'Milwaukee Bucks',38.17284,87.802469,0.434758,7.296296,20.283951,0.359708,15.283951,20.765432,0.736029,12.975309,30.876543,43.851852,22.938272,8.395062,6.753086,13.641975,19.049383,98.925926,0.506173,0.45679,42,100,0.42,12,35,0.342857,15,23,0.652174,18,26,44,25,10,6,11,24,111,1,0,'Oklahoma City Thunder',38.135802,79.197531,0.481528,7.345679,19.345679,0.379706,22.308642,26.938272,0.828139,10.382716,33.259259,43.641975,21.444444,8.283951,7.679012,14.728395,20.246914,105.925926,0.493827,0.740741,42,92,0.456522,5,23,0.217391,15,20,0.75,17,32,49,23,10,6,10,18,104,1,1,0
'Dallas Mavericks',38.613333,83.84,0.46056,7.413333,19.986667,0.370914,16.4,20.72,0.791506,9.226667,32.506667,41.733333,23.053333,7.92,5.493333,13.6,20.973333,101.04,0.493333,0.48,41,88,0.465909,4,18,0.222222,8,10,0.8,9,32,41,26,6,7,10,24,94,0,0,'Sacramento Kings',37.533333,83.813333,0.447821,7.36,20.16,0.365079,17.56,22.786667,0.770626,11.52,28.973333,40.493333,20.693333,8.146667,4.16,14.133333,21.026667,99.986667,0.493333,0.36,34,87,0.390805,6,21,0.285714,28,34,0.823529,13,27,40,19,12,4,12,20,102,1,0,0
'New York Knicks',35.983871,81.822581,0.439779,10.741935,29.225806,0.36755,16.580645,21.806452,0.760355,11.129032,30,41.129032,19.419355,8.225806,3.83871,11.83871,19.532258,99.290323,0.516129,0.612903,34,79,0.43038,11,28,0.392857,15,22,0.681818,7,26,33,22,7,9,19,25,94,0,0,'Portland Trail Blazers',36.730159,81.984127,0.448015,8.142857,23.47619,0.346856,16.396825,21.063492,0.778448,11.111111,30.333333,41.444444,21.539683,6.888889,4.714286,14.333333,18.761905,98,0.492063,0.460317,32,79,0.405063,5,16,0.3125,28,29,0.965517,14,32,46,17,6,6,16,23,97,1,0,1
'Brooklyn Nets',35.020408,79.265306,0.441813,7.55102,21.693878,0.348071,17.857143,23.918367,0.746587,12.571429,29.510204,42.081633,20.102041,7.163265,4.836735,13.795918,18.285714,95.44898,0.55102,0.591837,34,82,0.414634,6,16,0.375,19,25,0.76,15,31,46,22,6,5,13,19,93,0,1,'Washington Wizards',35.104167,82.8125,0.423899,6.5625,19.0625,0.344262,14.5,19.833333,0.731092,10.958333,32.354167,43.3125,21.625,7.4375,4.729167,14.8125,20.416667,91.270833,0.5,0.270833,42,79,0.531646,11,20,0.55,11,14,0.785714,7,31,38,23,3,4,10,17,106,1,1,1
'Houston Rockets',35.444444,83.888889,0.422517,8.888889,28.555556,0.311284,19.555556,24.444444,0.8,13,32.777778,45.777778,21.666667,8.777778,4,16.777778,20,99.333333,0.555556,0.444444,41,88,0.465909,9,25,0.36,26,31,0.83871,16,31,47,24,9,3,18,29,117,0,0,'Los Angeles Lakers',35.333333,78,0.452991,6.888889,20.666667,0.333333,20.888889,30.111111,0.693727,14.666667,32.777778,47.444444,20.666667,7.444444,6.222222,16.888889,18.111111,98.444444,0.777778,0.444444,42,89,0.47191,8,21,0.380952,22,28,0.785714,17,31,48,25,7,9,11,15,114,1,1,1
'Cleveland Cavaliers',36.460526,84.263158,0.432698,6.802632,19.5,0.348853,17.039474,22.486842,0.757753,12.25,28.631579,40.881579,20.684211,8.026316,3.986842,13.434211,21.131579,96.763158,0.5,0.315789,32,89,0.359551,7,17,0.411765,20,24,0.833333,17,35,52,24,7,8,14,18,91,1,1,'Indiana Pacers',35.181818,80.792208,0.435461,6.87013,19.61039,0.350331,17.454545,23.246753,0.750838,12.818182,33.246753,46.064935,20.38961,7.051948,6.402597,14.428571,20.155844,94.688312,0.493506,0.623377,35,86,0.406977,3,20,0.15,12,15,0.8,10,37,47,17,2,1,14,21,85,0,0,1
'Houston Rockets',37.565217,82.73913,0.45402,10.043478,28.065217,0.357862,19.26087,25.521739,0.754685,10.847826,32.152174,43,22.630435,8.543478,4.065217,16.282609,19.73913,104.434783,0.5,0.521739,43,87,0.494253,12,28,0.428571,21,27,0.777778,14,36,50,31,6,3,11,18,119,1,1,'Utah Jazz',36.818182,82,0.449002,6.272727,17.090909,0.367021,18.636364,24.204545,0.769953,12.409091,29.613636,42.022727,22.954545,8.568182,6.272727,14.181818,21.613636,98.545455,0.431818,0.545455,44,83,0.53012,3,10,0.3,23,26,0.884615,9,19,28,28,17,6,14,18,114,1,1,0
'Portland Trail Blazers',37,83.083333,0.445336,8.75,22.916667,0.381818,16.75,22.666667,0.738971,11.75,27.416667,39.166667,19,8.5,4.416667,14.833333,20.5,99.5,0.583333,0.5,42,78,0.538462,11,25,0.44,8,18,0.444444,6,27,33,24,7,6,12,26,103,1,1,'Brooklyn Nets',35.636364,79,0.451093,6.727273,20.545455,0.327434,17.363636,23.727273,0.731801,12.090909,28.636364,40.727273,21.272727,6.727273,5.363636,13.181818,18.545455,95.363636,0.545455,0.636364,34,73,0.465753,5,13,0.384615,13,19,0.684211,11,24,35,19,6,3,15,22,86,1,1,1
'Philadelphia 76ers',36.890909,83.745455,0.440512,6.127273,17.509091,0.349948,12.109091,16.745455,0.723127,10.727273,30.545455,41.272727,22.254545,7.109091,4.818182,12.418182,18.8,92.018182,0.563636,0.4,32,81,0.395062,7,21,0.333333,13,18,0.722222,8,29,37,26,6,1,11,15,84,1,0,'Chicago Bulls',35.491228,81.192982,0.437122,4.789474,13.982456,0.342535,16.842105,21.631579,0.778589,12.789474,30.754386,43.54386,23,7.263158,5.385965,14.245614,19.631579,92.614035,0.508772,0.561404,39,78,0.5,9,21,0.428571,11,15,0.733333,11,23,34,33,5,8,15,17,98,1,0,1
'Chicago Bulls',35.3125,80.625,0.437984,3.875,12.0625,0.321244,18.75,23.75,0.789474,12.75,31.4375,44.1875,22.8125,7,5.375,15.5,18.9375,93.25,0.625,0.5,28,73,0.383562,4,12,0.333333,16,20,0.8,13,33,46,18,3,7,19,21,76,1,0,'Cleveland Cavaliers',35.666667,85.388889,0.417697,8.055556,22.722222,0.354523,16.5,22.611111,0.72973,14.222222,28.444444,42.666667,19.944444,8.444444,2.722222,15.166667,21.611111,95.888889,0.333333,0.222222,32,95,0.336842,3,20,0.15,12,17,0.705882,20,33,53,19,7,5,11,20,79,0,0,0
'Minnesota Timberwolves',35.323529,82.294118,0.429235,5.588235,18.823529,0.296875,18.941176,25.676471,0.737686,13.558824,31.647059,45.205882,21.882353,7.794118,5.441176,14.588235,17.617647,95.176471,0.441176,0.470588,33,89,0.370787,4,16,0.25,18,23,0.782609,14,24,38,23,12,5,13,10,88,0,0,'Dallas Mavericks',37.473684,83.842105,0.446955,7.105263,19.868421,0.357616,17,21.552632,0.788767,9.447368,32.421053,41.868421,21.763158,7.710526,5.342105,14.289474,21.394737,99.052632,0.421053,0.394737,39,80,0.4875,11,17,0.647059,15,21,0.714286,11,37,48,26,6,5,9,22,104,1,1,1
'Charlotte Bobcats',35.4,83.76,0.422636,6.48,18.56,0.349138,19.16,25.08,0.763955,11.84,29.68,41.52,19.64,7.52,6.6,13,19.4,96.44,0.6,0.28,40,86,0.465116,6,10,0.6,18,22,0.818182,15,27,42,19,6,4,15,11,104,0,0,'Golden State Warriors',38,83.692308,0.454044,7.346154,20,0.367308,17.423077,22.230769,0.783737,12.038462,33.538462,45.576923,22.5,6.923077,3.461538,14.884615,22.115385,100.769231,0.384615,0.653846,46,92,0.5,13,26,0.5,22,25,0.88,14,28,42,21,4,6,12,27,127,0,0,1
'Atlanta Hawks',37.277778,81.944444,0.454915,8.444444,22.722222,0.371638,13.888889,19.555556,0.710227,10.611111,29.444444,40.055556,22.833333,9.222222,4.722222,14.444444,18.222222,96.888889,0.555556,0.666667,32,75,0.426667,9,28,0.321429,19,20,0.95,8,24,32,16,8,1,14,16,92,0,0,'Orlando Magic',36.75,83.1,0.442238,5.2,15.95,0.326019,13.45,17.25,0.77971,10.4,32.8,43.2,22.4,5.9,4.5,14.8,20.35,92.15,0.45,0.4,40,77,0.519481,5,15,0.333333,13,18,0.722222,9,35,44,31,7,0,18,15,98,0,1,0
'Philadelphia 76ers',37,83.773585,0.441667,6.150943,17.528302,0.350915,12,16.660377,0.720272,10.773585,30.528302,41.301887,22.264151,7.113208,4.943396,12.45283,18.811321,92.150943,0.566038,0.415094,35,78,0.448718,11,28,0.392857,9,10,0.9,7,25,32,25,1,3,12,15,90,1,0,'New York Knicks',36.576923,82.5,0.443357,10.903846,28.942308,0.376744,16.057692,21.288462,0.754291,11.173077,29.884615,41.057692,19.634615,8.057692,3.807692,11.346154,19.288462,100.115385,0.519231,0.615385,35,75,0.466667,10,28,0.357143,18,23,0.782609,10,32,42,19,5,8,16,28,98,0,0,1
'Golden State Warriors',38,83.241379,0.456504,7.896552,19.862069,0.397569,17.293103,21.655172,0.798567,11.017241,33.775862,44.793103,22.568966,6.810345,4.103448,14.931034,21.862069,101.189655,0.431034,0.568966,36,72,0.5,15,27,0.555556,18,21,0.857143,5,33,38,14,6,4,17,23,105,0,0,'Boston Celtics',37,80.631579,0.458877,5.789474,16.859649,0.343392,16.368421,20.947368,0.781407,8.473684,31.385965,39.859649,23.052632,8.578947,4.22807,13.614035,21.596491,96.157895,0.508772,0.526316,41,86,0.476744,10,27,0.37037,18,20,0.9,8,29,37,19,8,5,12,24,110,0,1,1
